TW,#genre#
News 1,P2p://generationnexxxt.com:19806/4d7a0f009ed44250b371cf1a3b10c4b3
Channel 4050,P2p://generationnexxxt.com:19806/03f62b6c560745a69e3580aaa3a32294
TVB Thai,P2p://generationnexxxt.com:19806/7cf6f4e9806f4b6389d3a89af43cc256
Bluesky,P2p://generationnexxxt.com:19806/c6490fe262bd4cf9a6bb3a3b82870495
Top News,P2p://generationnexxxt.com:19806/8a46eec67bfa42f6abd4032f91d304bf

晴天北美,#genre#
CNBC,P2p://generationnexxxt.com:19806/b642a4ce45734a7190f0acbd8cd462dd
Bloomberg TV,P2p://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
ESPN,P2p://generationnexxxt.com:19806/2436baa9e481444fa785298d5931bdba
600TV,P2p://generationnexxxt.com:19806/64c36a1900089f29fd2b824d6b4b65c1
CBSN,P2p://generationnexxxt.com:19806/697a642115f74499aafe783d34690381
NBA,P2p://generationnexxxt.com:19806/65159b8e000aa81c3e3cd2861b6b31f1
新時代1(西部),P2p://generationnexxxt.com:19806/a3d06a9ecf30410582ad64ed15cdf6fd
新時代2,P2p://generationnexxxt.com:19806/65013e4c0002afeaeeb07d8a59ff6121
新時代1(東部),P2p://generationnexxxt.com:19806/28d014f7982c4041ab7197218b9c1284
城市電視,P2p://generationnexxxt.com:19806/a18fbea7eddd4079b3e2e684d19df5c4
Fox News,P2p://generationnexxxt.com:19806/6579228d000333673171faee60517ea8
BBC World News,P2p://generationnexxxt.com:19806/6579228c000c47523171f9583333664f
CNN USA,P2p://generationnexxxt.com:19806/6579228c000644123171f7d14c4002bd
CBC News,P2p://generationnexxxt.com:19806/6579228b000ea7c13171f60c6a0d21f3
MSNBC,P2p://generationnexxxt.com:19806/6579228b000782ab3171f43764692427
CTV News,P2p://generationnexxxt.com:19806/6579228b0000fa413171f29242d67919
Business News Network,P2p://generationnexxxt.com:19806/6579228a00091f3e3171f0bd49686fdf
CP24,P2p://generationnexxxt.com:19806/6579228a000310453171ef2756ac0145
The Weather Network,P2p://generationnexxxt.com:19806/65792289000be5843171ed9050240875
The Weather Channel,P2p://generationnexxxt.com:19806/65792289000516983171ebcb68d70d48
KOMO 4 TV,P2p://generationnexxxt.com:19806/65791ef700074fd53163fa0823ae64b8

晴天新聞,#genre#
中視新聞臺,P2p://generationnexxxt.com:19806/cb5965a89e434df7aeb66b2364116ae4
寰宇新聞臺,P2p://generationnexxxt.com:19806/a265fb55774a4554bc2db19b16f53be6
華視新聞,P2p://generationnexxxt.com:19806/ebe8db2daafa47768f37bcae17bfe299
NHK新聞資訊臺,P2p://generationnexxxt.com:19806/c2da55d84a72418c8f1876c25ec97a1d
無線新聞臺(備),P2p://147.135.39.171:9906/65af205400009f3c6edb7a235cfa4c88
無線新聞臺,P2p://147.135.39.171:9906/65e067d500043d6d2f5b0fce7ad17a25
無線財經體育資訊臺,P2p://generationnexxxt.com:19806/65b212f60006eae40fdd362b7ad67084
CGTN,P2p://generationnexxxt.com:19806/a478d869f49148b09b5ad2ddfa73e36b
BBC World News,P2p://generationnexxxt.com:19806/ecc7214268ee448ab42b65d9f2e2663a
CNBC,P2p://generationnexxxt.com:19806/b642a4ce45734a7190f0acbd8cd462dd
Bloomberg TV,P2p://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
CNA,P2p://generationnexxxt.com:19806/52b67f21b37b4764a87c33dd46844fdb
壹電視新聞臺,P2p://generationnexxxt.com:19806/31dad83ef5b74c5db225482cd2e0fbae
年代新聞(備),P2p://generationnexxxt.com:19806/95f67e884d88463e907c301d05fa68b7
東森新聞臺,P2p://generationnexxxt.com:19806/e1a899eded4d48578084c61957fb8c2b
中天新聞臺,P2p://generationnexxxt.com:19806/bd9064ee198045a386f1f2dba5073f4e
民視新聞臺,P2p://generationnexxxt.com:19806/d24f18e610d248b7a450d29492b37ebf
三立新聞臺,P2p://generationnexxxt.com:19806/9388262af2604cc798800736d070d39e
TVBS新聞臺,P2p://generationnexxxt.com:19806/6a155a5d7bea461b980b4fa559119a60
東森財經新聞臺,P2p://generationnexxxt.com:19806/6596322e000d4091a2f7138e424b32c5
非凡新聞臺,P2p://generationnexxxt.com:19806/02f80f7aad2c480992e06e1bd8a7facb
TNN 16,P2p://generationnexxxt.com:19806/5fa63eddc30543879c96b0a0a08ea60d
JKN 18,P2p://generationnexxxt.com:19806/5fa4254f665e421688ac293bd1dd1d59
三立iNEWS,P2p://generationnexxxt.com:19806/ac384b2c9a4a47c3a538f9116ab7e4d8
Sky News,P2p://generationnexxxt.com:19806/f023e7189a5541b3a288267608b4836a
Euronews,P2p://generationnexxxt.com:19806/5b3289dff2154e2c8e166cc3f081f326
France24,P2p://generationnexxxt.com:19806/72d5e1665d3e4b729ff9dbd4325e8694
600TV,P2p://generationnexxxt.com:19806/64c36a1900089f29fd2b824d6b4b65c1
非凡商業臺,P2p://generationnexxxt.com:19806/0c1ba96949414628ae64fc70c3354e7b
CBSN,P2p://generationnexxxt.com:19806/697a642115f74499aafe783d34690381
Fox News,P2p://generationnexxxt.com:19806/e9305a82b75c42f5901c0594e063e999
NDTV,P2p://generationnexxxt.com:19806/d7fc2d61608d43098f59f35647342c6f
ABC Australia,P2p://generationnexxxt.com:19806/65159e6a0003ce6d3e47fc21533740b0
臺視新聞臺,P2p://generationnexxxt.com:19806/9817b59742464113bd5656fcc7dced84
寰宇新聞臺灣臺,P2p://generationnexxxt.com:19806/65b21a80000977cd0ffaa9e72e6218af
臺視財經臺,P2p://generationnexxxt.com:19806/e01d7738e33e456a812f7cefbf27b29a
CNN,P2p://generationnexxxt.com:19806/cc0fd522ff3f4f37a53773c138dacac1
now財經臺,P2p://generationnexxxt.com:19806/88f95058c046453a973e2540701ccb4e
東森新聞臺(備),P2p://generationnexxxt.com:19806/35983e2efd5c44bf84bfb2977bbbc96d
鏡新聞,P2p://generationnexxxt.com:19806/668a0abb880a496d8f57fad2f580566b
now新聞臺,P2p://generationnexxxt.com:19806/d7a5bbf5664945cc8589b36b8434d68d
Fox News,P2p://generationnexxxt.com:19806/6579228d000333673171faee60517ea8
BBC World News,P2p://generationnexxxt.com:19806/6579228c000c47523171f9583333664f
CNN USA,P2p://generationnexxxt.com:19806/6579228c000644123171f7d14c4002bd
CBC News,P2p://generationnexxxt.com:19806/6579228b000ea7c13171f60c6a0d21f3
MSNBC,P2p://generationnexxxt.com:19806/6579228b000782ab3171f43764692427
CTV News,P2p://generationnexxxt.com:19806/6579228b0000fa413171f29242d67919
Business News Network,P2p://generationnexxxt.com:19806/6579228a00091f3e3171f0bd49686fdf
CP24,P2p://generationnexxxt.com:19806/6579228a000310453171ef2756ac0145
The Weather Network,P2p://generationnexxxt.com:19806/65792289000be5843171ed9050240875
The Weather Channel,P2p://generationnexxxt.com:19806/65792289000516983171ebcb68d70d48
香港國際財經臺,P2p://generationnexxxt.com:19806/6aa47af091b54d618d1513b1bc23b0b9
無線財經體育資訊臺(B),P2p://generationnexxxt.com:19806/acf61c067b48468dbdf3ae976c322d1a
年代新聞,P2p://generationnexxxt.com:19806/65ddd162000837a5babd25111eb9560c
中天新聞臺(B),P2p://generationnexxxt.com:19806/e92e93fd67794e92acdc0d4005f0781a
無線新聞臺(B),P2p://generationnexxxt.com:19806/85a50e6db781406bacc41b10a75a70d5
now財經臺(B),P2p://generationnexxxt.com:19806/3a492b41b36f45acab0b75396aadc32d
Fox News(B),P2p://generationnexxxt.com:19806/f995b6bf60d241828966663608f77e2b
三立iNEWS(B),P2p://generationnexxxt.com:19806/31103be1231e435ab69fdc1492cf08ee
香港國際財經臺(B),P2p://generationnexxxt.com:19806/f3cb31dde1e040a4a30f89e8f95beea7
BBC World News(B),P2p://generationnexxxt.com:19806/323c575f4f694f739cd9f7a945075cef
now新聞臺(B),P2p://generationnexxxt.com:19806/5c263253cf5241b1a155f0b1b85edea1
三立新聞臺(B),P2p://generationnexxxt.com:19806/96118abbe8ee48ddaef2c9c1cea1af04
東森新聞臺(B),P2p://generationnexxxt.com:19806/7bbf7bf4cb8f4a58893f6b5017a9fe05
TVBS新聞臺(B),P2p://generationnexxxt.com:19806/65fa6dc600095b662a8020fe14c65804
年代新聞(B),P2p://generationnexxxt.com:19806/65fa6ea5000ec21a2a83897e03cd44bb
非凡新聞臺(B),P2p://generationnexxxt.com:19806/65fa6fc4000df93d2a87ea67255a50ce

晴天音樂,#genre#
Music Japan TV,P2p://generationnexxxt.com:19806/7bbfd7a0233d4861943f8488dc21e075
Mezzo Live,P2p://generationnexxxt.com:19806/1c1e90cd01934a5f917ec4fad5c97665
CLASSICA 古典樂,P2p://generationnexxxt.com:19806/133be9054bcd4fa68d2e34205004a51a
Channel [V],P2p://generationnexxxt.com:19806/65938874000d6c7c9890150e746d4c5b
MTV,P2p://generationnexxxt.com:19806/eb5ba5262e2e4779a1418c78d14ad1e5

晴天體育,#genre#
beIN Sports,P2p://generationnexxxt.com:19806/eefa5931a750470d8a3267932e36c644
CCTV5,P2p://generationnexxxt.com:19806/7d00bdeddb6c422796e62ae9e8b9398d
CCTV5+,P2p://generationnexxxt.com:19806/65a531aa00057c26dd8d1ccf196a034e
快樂垂釣,P2p://generationnexxxt.com:19806/65a4f19a000ece67dc92e0b05e060435
魅力足球,P2p://generationnexxxt.com:19806/ca7a1a18635e453a9a77e5fd5d425e89
五星體育,P2p://generationnexxxt.com:19806/d75057c993f84e7c86f94e8f1e56ad24
廣東體育,P2p://generationnexxxt.com:19806/bb744a1252da46a6a2ae5546f4da7c72
Sky Sports Golf,P2p://generationnexxxt.com:19806/65791ef9000e6a67316403ad31ad3930
Sky Sports Football,P2p://generationnexxxt.com:19806/65791ef900094e3c3164026476a47cd3
Astro Arena,P2p://generationnexxxt.com:19806/65b216e7000a7ed40fec9c7d4f4b3c78
Astro SuperSport,P2p://generationnexxxt.com:19806/8f8ad3ee6aa54ccbac64314553dfa1fa
Astro SuperSport 2,P2p://generationnexxxt.com:19806/650d4fca00064e791dd4dbcd16fd08c0
Astro SuperSport 3,P2p://generationnexxxt.com:19806/5b9b9986c20244908be60c3f18a3e435
Astro SuperSport 4,P2p://generationnexxxt.com:19806/c7f1be20958243f68c943016c446501e
beIN Sports 3,P2p://generationnexxxt.com:19806/65a52dc1000d76fbdd7dd8ab186b4afd
WWE,P2p://generationnexxxt.com:19806/32e0838eeab84b3a96297dcceca27f5a
緯來育樂臺,P2p://generationnexxxt.com:19806/78b57c4d9e644fafafe01588c43b4787
緯來體育臺,P2p://generationnexxxt.com:19806/79090c69d43040148deaa21d5e26c32a
ELEVEN體育1臺,P2p://generationnexxxt.com:19806/fcfde35352d5464f9ed1c711ef2d05b1
Z頻道,P2p://generationnexxxt.com:19806/8789d946039740bda334150ac3138166
J Sports 1,P2p://generationnexxxt.com:19806/3bf47ad3b3514230bd24efe7178aee5e
J Sports 2,P2p://generationnexxxt.com:19806/1dec0300cce54ba5853fd5aadc349595
J Sports 3,P2p://generationnexxxt.com:19806/1a9fd30d67f8480490d1fe07440658b5
J Sports 4,P2p://generationnexxxt.com:19806/f7915841f9c04692b3c336849b8ed00c
Skynet Sports HD,P2p://generationnexxxt.com:19806/64f03b7d000cf732ac3d879228791c70
Skynet Sports 2,P2p://generationnexxxt.com:19806/64f03b7e0004ca5cac3d89676c3c51df
Skynet Sports 5,P2p://generationnexxxt.com:19806/64f03b7f0003688dac3d8cf1521c6e9f
Skynet Sports 6,P2p://generationnexxxt.com:19806/64f03b7e000b23c7ac3d8b0d775b55a1
Fight Sports,P2p://generationnexxxt.com:19806/7375a5f151c047b294a8e8c6ddad178d
ESPN,P2p://generationnexxxt.com:19806/2436baa9e481444fa785298d5931bdba
HKC 18,P2p://generationnexxxt.com:19806/140377dc9e0848678d614d451d69af9e
愛爾達體育1臺(備),P2p://generationnexxxt.com:19806/1180278580d04cb490450ec59b4edc6b
愛爾達體育2臺,P2p://generationnexxxt.com:19806/d1f16ee235314a0fbc33742ab7af534b
TRACE Sport Stars,P2p://generationnexxxt.com:19806/b0cb233f10e84f29910fa38e15a07035
博斯高球,P2p://generationnexxxt.com:19806/6ff0b79453d2430986930b7c84a286df
博斯高球二臺,P2p://generationnexxxt.com:19806/65e1b654000ce227c9f3778a2b254b95	
博斯網球臺,P2p://generationnexxxt.com:19806/7fb5b66ce38747de84be865952153959
博斯魅力網,P2p://generationnexxxt.com:19806/65e1b6530009723ec9f372c730a82585
博斯無限臺,P2p://generationnexxxt.com:19806/f2973cfa7c2045e6b8a184f1bf18af7c
博斯無限二臺,P2p://generationnexxxt.com:19806/65e1b653000eb97ec9f3741f6f4318a0
SPOTV,P2p://generationnexxxt.com:19806/60ad67b765414b32882a24ce6c63808a
博斯運動,P2p://generationnexxxt.com:19806/6293839c167e4b6393c745db434b2465
ELEVEN體育2臺,P2p://generationnexxxt.com:19806/057061c0da744aa7b035169dba5ebe2a
智林體育臺,P2p://generationnexxxt.com:19806/931c171e2f774f7aa1a92e97f5098c9f
博斯運動二臺,P2p://generationnexxxt.com:19806/65e1b65400075c3dc9f3762355b36cc1
Eurosport HD,P2p://generationnexxxt.com:19806/65159769000b9a153e2ca23c14c042d2
Arena Bola,P2p://generationnexxxt.com:19806/6597c3de0009a0efa91838f96fd623b1
NBA,P2p://generationnexxxt.com:19806/65159b8e000aa81c3e3cd2861b6b31f1
beIN Sports 2,P2p://generationnexxxt.com:19806/65619d35000372e967236fc35ab64b39
愛爾達體育1臺,P2p://generationnexxxt.com:19806/68e521d35c0247ddbc5073dee98245a3
愛爾達體育3臺,P2p://generationnexxxt.com:19806/3ebc6b89559c44dca30c4c259a5646b9
愛爾達體育4臺,P2p://generationnexxxt.com:19806/df4f198dbe6347e1a084c79d208f227d
Sky Sports F1,P2p://generationnexxxt.com:19806/65791ef90003eb94316400fd79094faa
Sky Sports Arena,P2p://generationnexxxt.com:19806/65791ef8000e15953163ffb52b633954
Sky Sports Main Event,P2p://generationnexxxt.com:19806/65791ef800079cd23163fe0f44d92213
Sky Sports Cricket,P2p://generationnexxxt.com:19806/65791ef8000290523163fcb71a5c79e1
Sky Sports Mix,P2p://generationnexxxt.com:19806/65791ef7000cb6683163fb6f54195e6f
Golf Channel,P2p://generationnexxxt.com:19806/65619e930003f0fc6728c71226a25f2d
TechStorm,P2p://generationnexxxt.com:19806/994876c6aadc4234ba73441f18d36602
緯來育樂臺(B),P2p://generationnexxxt.com:19806/09f5cbcd57934038bc76de430a767046
Golf Channel(B),P2p://generationnexxxt.com:19806/f525ac536b9740f1be9aa0e15eebdd74
愛爾達體育1臺(B),P2p://generationnexxxt.com:19806/38729b9421044022a4d81ee0fe899dcd
beIN Sports 2(B),P2p://generationnexxxt.com:19806/54acc624548a4ac1be80ee2ae0ad2f03
五星體育(B),P2p://generationnexxxt.com:19806/387fd2fee8ce4ced972cd7be0f1fc77a
愛爾達體育4臺(B),P2p://generationnexxxt.com:19806/797d51a6805c4a5fac1b71a678228513
博斯高球(B),P2p://generationnexxxt.com:19806/1938e9044d66468a9f38456fc383259f
博斯網球臺(B),P2p://generationnexxxt.com:19806/6895bdc150744da98afe23ce77e32e51
博斯運動(B),P2p://generationnexxxt.com:19806/1fded122b4b74670b6012a8068e44766
博斯無限臺(B),P2p://generationnexxxt.com:19806/d0a027824de144fd88aef46f0fba7c99
愛爾達體育2臺(B),P2p://generationnexxxt.com:19806/b63a56b3be724653802408c3b2044490
愛爾達體育3臺(B),P2p://generationnexxxt.com:19806/c34b66fc16df4781baceff8a2f6430e4

晴天知識,#genre#
BBC Lifestyle,P2p://generationnexxxt.com:19806/178e533979bb4ec3af9190ca475f23ef
Lifetime,P2p://generationnexxxt.com:19806/112b06172cdf41cbb6990e64d30cab0c
KLT-靖天國際臺,P2p://generationnexxxt.com:19806/12d39bada24843588ad72a3175b785a2
HGTV居家樂活頻道,P2p://generationnexxxt.com:19806/84613e96237545769558cc572e6d1ab0
Love Nature->食交子,P2p://generationnexxxt.com:19806/574be1e2e0054216abe436413ea4221a
美食星球,P2p://generationnexxxt.com:19806/1baaeb6967434fee9bf4412904e573b0
亞洲美食頻道,P2p://generationnexxxt.com:19806/5b787bd078c84a3caa09c3665c66dc50
亞洲旅遊臺,P2p://generationnexxxt.com:19806/259c24cb79ce4b5db1fb1e1b894c517e
EYE TV旅遊臺,P2p://generationnexxxt.com:19806/2d426994acef44deb401aa8a4cd5a92e
CCTV9,P2p://generationnexxxt.com:19806/65a52e1d0007b3b6dd7f3e945c727248
探索頻道,P2p://generationnexxxt.com:19806/9f2e92df32b34a569ad7e6818f4732fb
TLC旅遊生活,P2p://generationnexxxt.com:19806/621ca70412034f5eb919c1ec03679804
動物星球,P2p://generationnexxxt.com:19806/5b41e724ea8e4e7eb92e3dac95589165
ELTV生活英語臺,P2p://generationnexxxt.com:19806/78c0f08e89a844ef89d6803bce27a827
BBC Earth,P2p://generationnexxxt.com:19806/49261fefe28441bea7b775cc44fa16b5
Discovery Asia,P2p://generationnexxxt.com:19806/0afefbe6244c42dbac40a3d8abef8d07
Discovery科學頻道,P2p://generationnexxxt.com:19806/39e1494bd82c449892c6f92a6c8dc213
DMAX,P2p://generationnexxxt.com:19806/50af7fb4500840e292bcfae4dd50e97f
EVE,P2p://generationnexxxt.com:19806/f21130546932443d98f6ec02aa4ec99a
歷史頻道,P2p://generationnexxxt.com:19806/e6f506b509c94bacb4a371cdbcbe7719
罪案偵緝頻道,P2p://generationnexxxt.com:19806/ef7b4ee3be374092a4a0074a6be41e03
亞洲美食頻道(B),P2p://generationnexxxt.com:19806/8a565409a26044bead7e66ac44c894f0
美食星球(B),P2p://generationnexxxt.com:19806/60c698afbda7443998a2b9fd5c00c54d
EYE TV旅遊臺(B),P2p://generationnexxxt.com:19806/055ce8e749c1425c87950f93d0bf9bcd
亞洲旅遊臺(B),P2p://generationnexxxt.com:19806/816c4598cfb641f5845b90a3bc772f1c
Discovery Asia(B),P2p://generationnexxxt.com:19806/65e9a59d000f257fe8f2360919064328
探索頻道(B),P2p://generationnexxxt.com:19806/202aafe50f8947eeac67a09b828f8c40
動物星球(B),P2p://generationnexxxt.com:19806/ff4ce945b27940f89712c63366f0454d
BBC Earth(B),P2p://generationnexxxt.com:19806/17826db977f04f8fa679d438d6c51700
BBC Lifestyle(B),P2p://generationnexxxt.com:19806/5955951f08424fd49e21d90e882e5228
歷史頻道(B),P2p://generationnexxxt.com:19806/63e740392c4641cc9dab02d98b74782f

晴天兒少,#genre#
CCTV14,P2p://generationnexxxt.com:19806/65a52dc1000332e5dd7dd60b29277892
達文西頻道,P2p://generationnexxxt.com:19806/65939a080006919098d4bd6914a733d2
CN卡通頻道,P2p://generationnexxxt.com:19806/f4dd909eedc64e6b9736e248aedf6d61
MOMO親子臺,P2p://generationnexxxt.com:19806/2f2d9ad70ce7410aa99f2b9fa1753dd4
Astro小太陽,P2p://generationnexxxt.com:19806/b9014d57594d4cfdb87848d4b2610506
Astro Ceria,P2p://generationnexxxt.com:19806/65a60c7700089e76e0e3d6806c8b1e66
Boomerang,P2p://generationnexxxt.com:19806/65619d3500003c6967236ef726ef1633
Animax,P2p://generationnexxxt.com:19806/22f75ace87a545aab39a2e4cd244bbad
尼克兒童頻道,P2p://generationnexxxt.com:19806/879f28be19bc47df84ad3d5470be58d0
靖洋卡通Nice Bingo,P2p://generationnexxxt.com:19806/1279fb2d1ae14676a31b2e5b38a2cd57
靖天卡通臺,P2p://generationnexxxt.com:19806/0e27e5f319264b609ec810e126edf969
Nick Jr.,P2p://generationnexxxt.com:19806/acebbded37714fa4a5554c025873a92c
Hands Up,P2p://generationnexxxt.com:19806/7a79a82b627a417f897895b4adf874aa
Boomerang(B),P2p://generationnexxxt.com:19806/45f849d284af44fb80815dc8faa555d0
Animax(B),P2p://generationnexxxt.com:19806/9a6969de27b145dc972e19d71c1a8932

晴天電影,#genre#
CCTV6,P2p://generationnexxxt.com:19806/3ec70c48b2024e4f9210169aec2914c7
美亞電影臺HD,P2p://generationnexxxt.com:19806/a850e570b868424c94319a2652ca7c62
龍華電影,P2p://generationnexxxt.com:19806/1df6f5f0993a46faa17f676518654709
Smart知識臺,P2p://generationnexxxt.com:19806/65939c760002de7398de3a2e3f1b051b
靖天映畫,P2p://generationnexxxt.com:19806/b723859f3ed94e5ba712148b209eefd0
靖天電影臺,P2p://generationnexxxt.com:19806/d8c581e0e1a24823a3d2110e3584ef8b
WARNER TV,P2p://generationnexxxt.com:19806/cd2062a6c5a94d548f3516d96e23deec
amc電影臺,P2p://generationnexxxt.com:19806/24ce0147e36a438eab843a3168cea3bc
HBO Family,P2p://generationnexxxt.com:19806/8a0208ebdfa04b5eab112f0c8b01719c
CatchPlay電影臺,P2p://generationnexxxt.com:19806/2dccaec60f0e418d82d2d0bb09f0c4a8
CinemaWorld,P2p://generationnexxxt.com:19806/e262f40881b2461f9a270b4d9d0b54c3
壹電視電影臺,P2p://generationnexxxt.com:19806/1be1329b6d124745a87a16de445d2352
采昌影劇臺,P2p://generationnexxxt.com:19806/a0d691053f9b4876ab2b509a62296911
天映頻道,P2p://generationnexxxt.com:19806/65e1b0870000c6d7c9dccba555040378
天映經典,P2p://generationnexxxt.com:19806/3ac31fa9f30145b68f8469b00d91b200
tvN Movies HD,P2p://generationnexxxt.com:19806/c6e40b3dec3344909fc0ca9378a7f4c7
私人影院,P2p://generationnexxxt.com:19806/3cfadd5e9af14d6db652b3c23acd7a7d
東森電影臺,P2p://generationnexxxt.com:19806/08435f286ac744a0942899c551209779
緯來電影臺,P2p://generationnexxxt.com:19806/429796f5f00946fa933e400729286c7e
龍祥電影,P2p://generationnexxxt.com:19806/78502c9b515845a7baca6a3a6ea88b8a
HBO,P2p://generationnexxxt.com:19806/37f11d742fee447ab15f07db28095bd6
東森洋片臺,P2p://generationnexxxt.com:19806/5e8420f5477344b9b7b39d9e96162ce1
AXN,P2p://generationnexxxt.com:19806/893f7dec641a42458f47ccfbd93525ba
好萊塢電影臺,P2p://generationnexxxt.com:19806/9862f4958472458ca2ebc718bb92a5c6
CINEMAX,P2p://generationnexxxt.com:19806/fd7fd316ff5f4ae0a79d274a86483a4f
HBO強檔巨獻,P2p://generationnexxxt.com:19806/563a5981b8ad4df085b59ce98bbecb95
HBO原創巨獻,P2p://generationnexxxt.com:19806/bd0a33ff8b6f4fe9ba7791ad73c6c16e
BOO,P2p://generationnexxxt.com:19806/72791d5b2d0847bdbd28aaee41af5537
Thrill,P2p://generationnexxxt.com:19806/1c3c73215afd42558101c3ee65737202
HITS Movies,P2p://generationnexxxt.com:19806/72b44f288c8c4c5baa031ec11d9e0e35
影迷數位電影臺,P2p://generationnexxxt.com:19806/bc069c037478448a9e41dbc3e1d5d0f6
美亞電影臺(粵語),P2p://generationnexxxt.com:19806/ee16565eb5fe46be8d22cbbde1fa9fae
CHC動作電影,P2p://generationnexxxt.com:19806/1b4ebad47ed94c6291646a4a5d1ff3b6
CHC高清電影,P2p://generationnexxxt.com:19806/02385419696a411db959037c2190cf11
CHC家庭影院,P2p://generationnexxxt.com:19806/28fb3856055c452db8f17441c99f21cf
緯來電影臺(B),P2p://generationnexxxt.com:19806/7ab30b79b011427287733d8ba51333e8
CINEMAX(B),P2p://generationnexxxt.com:19806/adf42efd52864d6e9454132f0d849fb7
CinemaWorld(B),P2p://generationnexxxt.com:19806/c6efdcd038204b4781cafc2273b4adb3
HBO Family(B),P2p://generationnexxxt.com:19806/924dad4bd6604751ba4c4ae69781784b
HBO強檔巨獻(B),P2p://generationnexxxt.com:19806/85cdd046958e48a794ff6f2d26b8ceba
HBO原創巨獻(B),P2p://generationnexxxt.com:19806/6cf195d6fb5a4f9bb6fd98cf97af421b
amc電影臺(B),P2p://generationnexxxt.com:19806/3dc5467282034921b7124f4be60f4782
影迷數位電影臺(B),P2p://generationnexxxt.com:19806/381a31aedcd2452c9be9582fc5a8ac51
WARNER TV(B),P2p://generationnexxxt.com:19806/f613ad7c2e684a3599566ad2405d9c6e
tvN Movies HD(B),P2p://generationnexxxt.com:19806/562aa415c1594f8690597144cf976250
CHC高清電影(B),P2p://generationnexxxt.com:19806/bc7bf77f1cb5401389500427f060caa1
CHC家庭影院(B),P2p://generationnexxxt.com:19806/53491943aa934355b381bc8684bc4fc2
CHC動作電影(B),P2p://generationnexxxt.com:19806/ab40a3bbbef244a1b4c8c0f841f0561f

晴天戲劇,#genre#
三立戲劇臺,P2p://generationnexxxt.com:19806/7a5b874b630d457bb5997a2fe4690550
龍華戲劇,P2p://generationnexxxt.com:19806/5d4f0bd2b18b4a588a0ca733569b18dd
靖天戲劇臺,P2p://generationnexxxt.com:19806/1282202787324223b35e3c84d9e673c6
靖洋戲劇臺,P2p://generationnexxxt.com:19806/84a559f1b4884854be933d5d4fc0d4a6
東森戲劇臺,P2p://generationnexxxt.com:19806/4fae332a68a04f3fa77a158ac1fa4bce
八大戲劇臺,P2p://generationnexxxt.com:19806/4eec82bd1e634ceab82b90e395116c83
緯來戲劇臺,P2p://generationnexxxt.com:19806/69036778f8fc40729301e9e88aeee556
EYE TV戲劇臺,P2p://generationnexxxt.com:19806/2831986ed4b448c9b626788fbd3f2f89
愛爾達影劇臺,P2p://generationnexxxt.com:19806/65b2176e0008ea530feeab784c543898
亞洲劇臺,P2p://generationnexxxt.com:19806/ee081a662356489d8b2170952ec91d24
東森戲劇臺(B),P2p://generationnexxxt.com:19806/8e23c200926a4eaaa00043b39dca9075
日本,#genre
TokyoMX1,http://movie.mcas.jp/mcas/mx1_2/chunklist.m3u8
TokyoMX2,http://movie.mcas.jp/mcas/mx2_2/chunklist.m3u8
MXLive,http://movie.mcas.jp/mcas/mx_live_2/master.m3u8
ウェザーニュース,http://movie.mcas.jp/mcas/wn1_2/master.m3u8
NHKWorld,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
NHKWorld,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
WeatherNews,http://movie.mcas.jp/mcas/smil:wn1.smil/master.m3u8
ShopChannel,https://stream3.shopch.jp/HLS/master.m3u8
Jsport,http://redlabmcdn.s.llnwi.net/nv02/bs15hd/playlist.m3u8
日本購物1,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8
日本購物2,http://stream1.shopch.jp/HLS/out2/prog_index.m3u8
日本購物3,http://stream1.shopch.jp/HLS/out3/prog_index.m3u8
日本購物4,http://stream1.shopch.jp/HLS/out4/prog_index.m3u8
韓國,#genre#
SBSCJB,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8
KNNSBS綜藝,http://211.220.195.200:1935/live/mp4:KnnTV.sdp/chunklist_w762151441.m3u8
KBCSBS綜藝,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
TJBSBS綜藝,http://1.245.74.5:1935/live/tv/.m3u8
MBC綜藝頻道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
NBS農業廣播,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
EBS第一頻道,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
EBS第二頻道,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
EBS加一頻道,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
EBS加二頻道,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
韓國EBS兒童頻道,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8
朝鮮中央台,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
